timestamp,command,status,wall_seconds,gpu,cuda,pytorch,peak_vram_gb
2026-06-16T16:05:39+00:00,C:\Users\kingj\projects\rapSongData\.venv\Scripts\python.exe train_local_cuda.py --train_file data/sft/rap_generation_sft.jsonl --model_name_or_path Qwen/Qwen2.5-7B-Instruct --output_dir data\run_logs\smoke\model_output --num_train_epochs 1 --max_steps 200 --learning-rate 0.0002 --per_device_train_batch_size 1 --gradient_accumulation_steps 4 --gradient_checkpointing false --max_seq_length 512 --comparability_note smoke,error,0.0281,cpu,,2.12.0+cpu,
2026-06-16T16:05:45+00:00,C:\Users\kingj\projects\rapSongData\.venv\Scripts\python.exe model\train_local_cuda.py --train_file data/sft/rap_generation_sft.jsonl --model_name_or_path Qwen/Qwen2.5-7B-Instruct --output_dir data\run_logs\smoke\model_output --num_train_epochs 1 --max_steps 200 --learning-rate 0.0002 --per_device_train_batch_size 1 --gradient_accumulation_steps 4 --gradient_checkpointing false --max_seq_length 512 --comparability_note smoke,error,16.4679,cpu,,2.12.0+cpu,
2026-06-16T16:06:07+00:00,C:\Users\kingj\projects\rapSongData\.venv\Scripts\python.exe model\train_local_cuda.py --train-path data/sft/rap_generation_sft.jsonl --base-model Qwen/Qwen2.5-7B-Instruct --output-dir data\run_logs\smoke\model_output --max-steps 200 --sequence-length 512,error,5.101,cpu,,2.12.0+cpu,
2026-06-16T16:06:44+00:00,C:\Users\kingj\projects\rapSongData\.venv\Scripts\python.exe model\train_local_cuda.py --train-path data/sft/rap_generation_sft.jsonl --base-model Qwen/Qwen2.5-7B-Instruct --output-dir data\run_logs\smoke\model_output --max-steps 200 --sequence-length 512 --validation-path data/sft/rap_generation_sft.jsonl,error,5.0917,cpu,,2.12.0+cpu,
2026-06-16T16:07:00+00:00,C:\Users\kingj\projects\rapSongData\.venv\Scripts\python.exe model\train_local_cuda.py --train-path data/sft/rap_generation_sft.jsonl --base-model Qwen/Qwen2.5-7B-Instruct --output-dir data\run_logs\smoke\model_output --max-steps 200 --sequence-length 512 --validation-path data/sft/rap_generation_sft.jsonl,error,5.2269,cpu,,2.12.0+cpu,
2026-06-16T16:38:05+00:00,C:\Users\kingj\projects\rapSongData\.venv\Scripts\python.exe model\train_local_cuda.py --train-path data/sft/rap_generation_sft.jsonl --base-model Qwen/Qwen2.5-7B-Instruct --output-dir data\run_logs\smoke\model_output --max-steps 200 --sequence-length 512 --validation-path data/sft/rap_generation_sft.jsonl,error,6.1795,cpu,,2.12.0+cpu,
2026-06-16T16:38:44+00:00,C:\Users\kingj\projects\rapSongData\.venv\Scripts\python.exe model\train_local_cuda.py --train-path data/sft/rap_generation_sft.jsonl --base-model Qwen/Qwen2.5-7B-Instruct --output-dir data\run_logs\smoke\model_output --max-steps 200 --sequence-length 512 --validation-path data/sft/rap_generation_sft.jsonl,error,6.9619,cpu,,2.12.0+cpu,
2026-06-16T16:43:39+00:00,C:\Users\kingj\projects\rapSongData\.venv\Scripts\python.exe model\train_local_cuda.py --train-path data/sft/rap_generation_sft.jsonl --base-model Qwen/Qwen2.5-7B-Instruct --output-dir data\run_logs\smoke\model_output --max-steps 200 --sequence-length 512 --validation-path data/sft/rap_generation_sft.jsonl,error,6.7445,cpu,,2.12.0+cpu,
2026-06-16T16:45:01+00:00,C:\Users\kingj\projects\rapSongData\.venv\Scripts\python.exe model\train_local_cuda.py --train-path data/sft/rap_generation_sft.jsonl --base-model Qwen/Qwen2.5-7B-Instruct --output-dir data\run_logs\smoke\model_output --max-steps 200 --sequence-length 512 --validation-path data/sft/rap_generation_sft.jsonl,error,6.0574,cpu,,2.12.0+cpu,
